,Title,Published_date,Views,Likes,Favorite,Month
3210,Generation of Various Signals and Sequence by Ms. P Saritha,2021-03-26,272,8,0,Mar
3211,DFT AND IDFT by Ms. G Mary Swarnalatha,2021-03-26,86,1,0,Mar
3212,PROPELLER TEST RIG by Dr  Praveen Kumar Balguri,2021-03-26,105,3,0,Mar
3213,"Pressure Distribution and Flow Visualization  Symmetric, Cambered Airfoil by Dr  Yagya Dutta Dwivedi",2021-03-26,87,3,0,Mar
3214,Nozzle Performance by Dr  Praveen Kumar Balguri,2021-03-26,47,1,0,Mar
3215,CALORIFIC VALUE OF DIFFERENT FUELS by Dr  Praveen Kumar Balguri,2021-03-26,32,3,0,Mar
3216,CALIBRATION AND PRESSURE DISTRIBUTION CYLINDER by Dr  Yagya Dutta Dwivedi,2021-03-26,41,5,0,Mar
3217,Newton Rings by Dr.Rizwana | Department of Physics | IARE,2021-03-25,27,0,0,Mar
3218,Numerical problems on temporary and permanent hardness in degree french by Dr.VNSR Venkateswara Rao,2021-03-25,17,0,0,Mar
3219,problems on electrode potential of EMF of the cell by using Nernst equation by Dr.VNSR Venkateswara,2021-03-25,9,0,0,Mar
3220,"Numerical problems on temporary, permanent and total hardness in ppm by Dr.VNSR Venkateswara Rao",2021-03-25,14,1,0,Mar
3221,Youngs double slit by Dr .Rizwana,2021-03-25,12,0,0,Mar
3222,Introduction to quantum physics by Dr.Rizwana,2021-03-25,96,2,0,Mar
3223,Variables and Data Types by Ms.B Padmaja,2021-03-25,152,3,0,Mar
3224,"C Tokens keywords, identifiers, constants, strings, operators and special symbols by Ms.B Padmaja",2021-03-25,560,7,0,Mar
3225,"Introduction to C language history of C, basic structure of a C program by Ms.B Padmaja",2021-03-25,294,10,0,Mar
3226,Algorithms and Flowcharts by Ms.B Padmaja,2021-03-25,322,9,0,Mar
3227,Data Type conversion in Python by Ms.B Padmaja,2021-03-25,34,1,0,Mar
3228,Numerical problems on electrode  half cell by using Nernst equation by Dr  VNSR Venkateswara Rao,2021-03-25,1,0,0,Mar
3229,Numerical problems on EMF of voltaic cell by Dr VNSR Venkateswara Rao,2021-03-25,4,0,0,Mar
3230,Numerical problems on EMF of a cell by Dr VNSR Venkateswara Rao,2021-03-25,6,0,0,Mar
3231,Harmonic Waves Numerical Problems by Dr.Rizwana,2021-03-24,23,2,0,Mar
3232,Laser Numerical Problems by Dr.Rizwana,2021-03-24,38,1,0,Mar
3233,Simple Harmonic Oscillator Numerical Problems by Dr.Rizwana,2021-03-24,66,4,0,Mar
3234,Public and Private Data Members by.Ms  B Padmaja,2021-03-24,31,4,0,Mar
3235,"Break, Continue, Else and Pass Statement in Python by Ms.B Padmaja",2021-03-24,40,2,0,Mar
3236,"Built - in Class Attributes, Garbage Collection by Ms.B Padmaja",2021-03-24,61,4,0,Mar
3237,"Desalination of water , Reverse osmosis by Dr. V Anitha Rani",2021-03-24,30,0,0,Mar
3238,"Calorific value , Gross Calorific value GCV and Net Calorific value NCV by    Dr. V Anitha Rani",2021-03-24,165,6,0,Mar
3239,"Gaseous fuels Composition, characteristics and applications of LPG and CNG  by Dr. V Anitha Rani",2021-03-24,294,12,0,Mar
3240,Analysis of Coal  Ultimate Analysis by Dr. V Anitha Rani,2021-03-24,36,2,0,Mar
3241,"Liquid fuels , Petroleum and its refining by Dr. V Anitha Rani",2021-03-24,101,2,0,Mar
3242,Schrodinger equation for one dimensional problems–particle in a box by Dr. Rizwana,2021-03-24,20,1,0,Mar
3243,Harmonic Waves by Dr. Rizwana,2021-03-24,8,0,0,Mar
3244,Numericals on De Broglie hypothesis wavelength expression by Dr. Rizwana,2021-03-24,57,3,0,Mar
3245,Reflection and transmission of waves at a boundary by Dr. Rizwana,2021-03-24,39,1,0,Mar
3246,Turbofan Engine by Dr.Praveen Kumar Balguri,2021-03-23,34,2,0,Mar
3247,Classification of Gas Turbine Engines   Turbojet by Dr.Praveen Kumar Balguri,2021-03-23,31,1,0,Mar
3248,Components of Gas Turbine Engine by Dr.Praveen Kumar Balguri,2021-03-23,84,4,0,Mar
3249,Conversion of ER Model in to Relational Model by Ms.B Ramya Sree,2021-03-23,30,1,0,Mar
3250,Basics of Relational Model by Ms.B Ramya Sree,2021-03-23,19,0,0,Mar
3251,Extended Features of ER   Model by Ms.B Ramya Sree,2021-03-23,28,1,0,Mar
3252,Construction of ER   Model by Ms.B Ramya Sree,2021-03-23,25,2,0,Mar
3253,Basics of ER Model by Ms.B Ramya Sree,2021-03-23,25,1,0,Mar
3254,Introduction to Components of a Computer by Ms.B Padmaja,2021-03-23,552,16,0,Mar
3255,Lockbased Protocols by Dr. K Suvarchala,2021-03-23,5,0,0,Mar
3256,Conflict Serializability Schedules by Dr. K Suvarchala,2021-03-23,9,0,0,Mar
3257,View Serializability by Dr. K Suvarchala,2021-03-23,6,0,0,Mar
3258,5 NF and Other  Normal Forms by Dr. K Suvarchala,2021-03-23,2,0,0,Mar
3259,Introduction to Transaction Concept by Dr. K Suvarchala,2021-03-23,6,0,0,Mar
3260,Implementation of Acid Properties by Dr. K Suvarchala,2021-03-23,19,0,0,Mar
3261,Schrodinger Equation for one Dimensional Problem   Particle in a Box by Dr.  Rizwana,2021-03-22,64,4,0,Mar
3262,"Problems on the temp, perma and total hardness of water in degree Clark by Dr. VNSR Venkateswara Rao",2021-03-22,11,0,0,Mar
3263,Physical Significance of the wave Function by Dr.Rizwana,2021-03-22,26,0,0,Mar
3264,DC Machines  - Construction Details by Dr.P Sridhar,2021-03-22,95,2,0,Mar
3265,problems on the temporary  permanent and total hardness of water in Mg L by Dr. VNSR VenkateswaraRao,2021-03-22,8,0,0,Mar
3266,Time  Independent Schrodinger Equation for Wave Function by Dr.Rizwana,2021-03-22,41,1,0,Mar
3267,DC Machines  - Overview2 by Dr.P Sridhar,2021-03-22,88,0,0,Mar
3268,DC Machines   Overview by Dr.P Sridhar,2021-03-22,162,5,0,Mar
3269,Basic Tie Set Matrix for Planar Networks by Dr.P Sridhar,2021-03-22,63,2,0,Mar
3270,Incidence matrix for planar networks by Dr.P Sridhar,2021-03-22,44,0,0,Mar
3271,Collision resolution techniques  by Dr.J Sirisha Devi,2021-03-22,19,0,0,Mar
3272,"Introduction to hashing, hash table, hash function by Dr.J Sirisha Devi",2021-03-22,26,0,0,Mar
3273,Applications of Laser by Dr. Rizwana,2021-03-22,15,0,0,Mar
3274,Ruby Laser by Dr. Rizwana,2021-03-22,49,0,0,Mar
3275,He Ne Laser by Dr. Rizwana,2021-03-22,48,1,0,Mar
3276,"Metastable sate, Population Inversion, Lasing Action by Dr. Rizwana",2021-03-22,41,0,0,Mar
3277,"Basic concepts Characteristics of lasers, Spontaneous and stimulated emission of radi by Dr. Rizwana",2021-03-22,46,0,0,Mar
3278,Minimum spanning trees –Kruskals algorithms by Mr. E Krishna Rao Patro,2021-03-22,9,1,0,Mar
3279,Minimum spanning trees – Prims algorithms by Mr. E Krishna Rao Patro,2021-03-22,16,0,0,Mar
3280,"Collision resolution techniques–Open and Closed, Applications of hashing  by Mr. E Krishna Rao Patro",2021-03-22,14,0,0,Mar
3281,"Introduction to hashing, hash table, hash function  by Mr. E Krishna Rao Patro",2021-03-22,15,0,0,Mar
3282,Numerical problems on the temporary hardness in terms of calcium by Dr.VNSR Venkateswara Rao,2021-03-20,11,0,0,Mar
3283,Numerical problems on the permanent hardness in terms of calcium by Dr. VNSR Venkateswara Rao,2021-03-20,8,0,0,Mar
3284,Numerical problems on the higher and lower calorific values of the fuel by Dr  VNSR Venkateswara Rao,2021-03-20,9,0,0,Mar
3285,Numerical problems on the total hardness in terms of calcium carbonate by Dr. VNSR Venkateswara Rao,2021-03-20,2,0,0,Mar
3286,Numerical problems on GCV and NCV by Dr. VNSR Venkateswara Rao,2021-03-20,33,0,0,Mar
3287,Numerical problems on the  Gross and Net calorific values of the fuel by Dr. VNSR Venkateswara Rao,2021-03-20,13,1,0,Mar
3288,Numerical problems on HCV and LCV by Dr. VNSR Venkateswara Rao,2021-03-20,17,0,0,Mar
3289,Analysis of Coal  Ultimate Analysis by Dr.  VNSR Venkateswara Rao,2021-03-20,12,0,0,Mar
3290,Calorific value  Gross Calorific valueGCV and Net Calorific valueNCV by Dr.  VNSR Venkateswara Rao,2021-03-20,12,0,0,Mar
3291,"Gas fuels  Composition, characteristics and applications of LPG and CNG by Dr. VNSR Venkateswara Rao",2021-03-20,57,0,0,Mar
3292,Liquid Fuels   Petroleum And Its Refining  by Dr.  VNSR Venkateswara Rao,2021-03-20,6,0,0,Mar
3293,"Fuels definition, classification of fuels;  analysis of coal proximate by Dr.  VNSR Venkateswara Rao",2021-03-20,17,0,0,Mar
3294,Phase Transfer Catalyst and Ultra Sound Method by Dr. VNSR Venkateswara Rao,2021-03-20,23,1,0,Mar
3295,Introduction to Green Chemistry by Dr. VNSR Venkateswara Rao,2021-03-20,26,0,0,Mar
3296,"Polymers, Classification, Types of Polymerization by Dr. VNSR Venkateswara Rao",2021-03-20,10,0,0,Mar
3297,Introduction to Python by Ms.B Padmaja,2021-03-20,176,7,0,Mar
3298,Working with Python by Ms.B Padmaja,2021-03-20,96,4,0,Mar
3299,Serialization and Deserialization by Ms.B Padmaja,2021-03-20,15,2,0,Mar
3300,Moving Within a File by Ms.B Padmaja,2021-03-20,34,4,0,Mar
3301,File and Directory Operations by Ms.B Padmaja,2021-03-20,23,2,0,Mar
3302,File Handling in Python by Ms.B Padmaja,2021-03-20,17,2,0,Mar
3303,File Opening Modes in Python by Ms.B Padmaja,2021-03-20,49,3,0,Mar
3304,User defined Exception in Python by Ms.B Padmaja,2021-03-20,37,2,0,Mar
3305,"Exception Handling (try,except,else block and finally block) by Ms.B Padmaja",2021-03-20,11,2,0,Mar
3306,Exception Handling in Python by Ms. B Padmaja,2021-03-20,34,3,0,Mar
3307,Velocity Potential by Dr. Prasanta Kumar Mohanta,2021-03-19,23,1,0,Mar
3308,DFA Transition diagrams by Mr.N V Krishna Rao,2021-03-19,18,0,0,Mar
3309,FA definitions by Mr.N V Krishna Rao,2021-03-19,17,0,0,Mar
3310,Representation of Patterns for Lexical Analyzer by Mr.N V Krishna Rao,2021-03-19,16,1,0,Mar
3311,Regular Expressions by Mr.N V Krishna Rao,2021-03-19,22,2,0,Mar
3312,Potential Flow by Dr.  Prasanta Kumar Mohanta,2021-03-19,42,0,0,Mar
3313,Introduction to Aerodynamics by Dr.  Prasanta Kumar Mohanta,2021-03-19,109,1,0,Mar
3314,Control Structures with Examples in Linux Programming by Dr. R Obulakonda Reddy,2021-03-19,17,0,0,Mar
3315,Standard Input / Output Operations in Linux Programming by Dr. R Obulakonda Reddy,2021-03-19,6,0,0,Mar
3316,File and Directory maintenance Functions in Linux Programming by Dr. R Obulakonda Reddy,2021-03-19,34,1,0,Mar
3317,File Types in Linux Programming by Dr. R Obulakonda Reddy,2021-03-19,7,0,0,Mar
3318,System Calls by Dr. R Obulakonda Reddy,2021-03-19,11,0,0,Mar
3319,Types of Errors and Error Correction Techniques by Dr. C Raghavendra,2021-03-19,37,1,0,Mar
3320,Gauss Law and its Applications by Ms.  K C Koteswaramma,2021-03-19,45,0,0,Mar
3321,Electric Field Strength for Volume Charge by Ms.  K C Koteswaramma,2021-03-19,10,0,0,Mar
3322,Electric Field Strength for Surface Charge by Ms.  K C Koteswaramma,2021-03-19,21,0,0,Mar
3323,E for Line Charge by Ms. K C Koteswaramma,2021-03-19,26,0,0,Mar
3324,Fuels and Combustion  by Dr. V Anitha Rani,2021-03-18,95,4,0,Mar
3325,Operating principle of ramjet and scramjet by Dr.  K Maruthupandiyan,2021-03-18,61,2,0,Mar
3326,Engine Performance Parameters by Dr.  K Maruthupandiyan,2021-03-18,57,3,0,Mar
3327,Factors affecting thrust generated by jet engines by  Dr.  K Maruthupandiyan,2021-03-18,274,5,0,Mar
3328,Thrust Equation for Jet Engines by Dr. K Maruthupandiyan,2021-03-18,1187,20,0,Mar
3329,Combined Cycle Engines by Dr. K Maruthupandiyan,2021-03-18,96,6,0,Mar
3330,Classifictions of Jet Engines by Dr. K Maruthupandiyan,2021-03-18,92,3,0,Mar
3331,Introduction to Aerospace Propulsion by Dr. K Maruthupandiyan,2021-03-18,212,9,0,Mar
3332,Minimum Spanning Trees Kruskal’s Algorithm by Dr.M Purushotham Reddy,2021-03-18,9,0,0,Mar
3333,Minimum Spanning Trees Prim’s Algorithm by Dr.M Purushotham Reddy,2021-03-18,16,0,0,Mar
3334,Knapsack Problem by Dr.M Purushotham Reddy,2021-03-18,21,0,0,Mar
3335,Greedy Method by Dr.M Purushotham Reddy,2021-03-18,17,0,0,Mar
3336,Strassen's Matrix Multiplication by Dr.M Purushotham Reddy,2021-03-18,23,1,0,Mar
3337,Quick Sort by Dr.M Purushotham Reddy,2021-03-18,22,0,0,Mar
3338,Laplace Transform Derivatives and Integration by Ms. B  Praveena,2021-03-18,23,2,0,Mar
3339,Laplace Transform Linear and Shifting Properties by Ms. B  Praveena,2021-03-18,17,0,0,Mar
3340,Properties of Fourier Transforms by Ms. B  Praveena,2021-03-18,18,0,0,Mar
3341,Evaluation of Triple Integrals in Cartesian Coordinates by Ms. B  Praveena,2021-03-18,14,0,0,Mar
3342,Evaluation of Double Integrals in Cartesian Coordinates by Ms. B  Praveena,2021-03-18,9,0,0,Mar
3343,Introduction to Laplace Transform by Ms. B  Praveena,2021-03-18,38,0,0,Mar
3344,Vector Calculus   Line Integral by Ms. B  Praveena,2021-03-18,12,0,0,Mar
3345,Hydraulic Turbines by Dr. V Chandra Jagan Mohan,2021-03-18,11,0,0,Mar
3346,Pumped Storage Plant by Dr. V Chandra Jagan Mohan,2021-03-18,24,0,0,Mar
3347,Schematic arrangement of Hydro Electric Power Station by Dr. V Chandra Jagan Mohan,2021-03-18,20,1,0,Mar
3348,Introduction Electrical Power Generation Systems by Dr. V Chandra Jagan Mohan,2021-03-18,70,2,0,Mar
3349,The Principal of Minimum Potential Energy by Dr.  V Varun,2021-03-17,27,0,0,Mar
3350,The Reciprocal Theorem by Dr. V Varun,2021-03-17,19,0,0,Mar
3351,Unit Load Method by  Dr. V Varun,2021-03-17,24,0,0,Mar
3352,Applications of Energy Methods by Dr.  V Varun,2021-03-17,24,0,0,Mar
3353,"Steady Pull out, Correctly banked turn, Gust Loads by Dr.  V Varun",2021-03-17,65,2,0,Mar
3354,Energy methods by Dr.  V Varun,2021-03-17,39,0,0,Mar
3355,Airframe Loads Aircraft Inretia Loads by Dr.  V Varun,2021-03-17,110,1,0,Mar
3356,Airframe Loads Wing Structure by Dr. V Varun,2021-03-17,63,2,0,Mar
3357,Aircraft Components and Structures by Dr.  V Varun,2021-03-17,250,2,0,Mar
3358,"Centre of Gravity, Centroid, Difference Between Centre of Gravity and Centroid by Dr. D Govardhan",2021-03-17,9,0,0,Mar
3359,Friction in Wedge Applications by Dr. D Govardhan,2021-03-17,4,0,0,Mar
3360,"Over Hauling and Self   Locking Screws, Differential Screw Jack by Dr. D Govardhan",2021-03-17,15,1,0,Mar
3361,"Screw Jack, Efficiency of a Screw Jack and by Dr. D Govardhan",2021-03-17,10,0,0,Mar
3362,Friction in Ladder Applications by Dr. D Govardhan,2021-03-17,4,0,0,Mar
3363,Effect of Friction in Connected Bodies by Dr. D Govardhan,2021-03-17,4,0,0,Mar
3364,"Introduction to Friction, Types of Friction by Dr.  D Govardhan",2021-03-17,9,1,0,Mar
3365,Linear Programming Problem Formulation by Dr. K China Apparao,2021-03-17,77,3,0,Mar
3366,Introduction to Optimization Techniques by Dr. K China Apparao,2021-03-17,23,0,0,Mar
3367,"Generation of DSBSC Waves , Balanced  Modulators,  Ring Modulator by Dr. V Sivanagaraju",2021-03-16,56,2,0,Mar
3368,DSBSC  Time domain and frequency  domain description by Dr.  V Sivanagaraju,2021-03-16,264,5,0,Mar
3369,SSB Demodulation Techniques by Dr. P Munaswamy,2021-03-16,40,2,0,Mar
3370,SSB Modulation  Frequency Domain Description by Dr. V Sivanagaraju,2021-03-16,38,0,0,Mar
3371,SSB Generation Techniques by Dr. P Munaswamy,2021-03-16,59,1,0,Mar
3372,SSB Modulation  Time Domain description by Dr.  V Sivanagaraju,2021-03-16,77,0,0,Mar
3373,"Coherent Detection Of DSB SC Modulated  Waves, COSTAS Loop by Dr.  V Sivanagaraju",2021-03-16,221,2,0,Mar
3374,SSB Modulation : Frequency Domain Description by Dr. P Munaswamy,2021-03-16,154,2,0,Mar
3375,Magnetic Flux Density and Applications of Maxwell’s Equation by Dr. P Ashok Babu,2021-03-16,39,1,0,Mar
3376,Ampere’s Circuital Law and Applications of Maxwell’s Equation by Dr. P Ashok Babu,2021-03-16,49,1,0,Mar
3377,Magneto Statics & Biot Savart Law by Dr. P Ashok Babu,2021-03-16,43,0,0,Mar
3378,DSBSC Demodulation Techniques by Dr. P Munaswamy,2021-03-16,33,0,0,Mar
3379,Detection of AM Waves by Dr. V Sivanagaraju,2021-03-16,29,2,0,Mar
3380,Cursor in DBMS by Mr.G Srinivas,2021-03-15,9,1,0,Mar
3381,Transaction and ACID Properties of Transaction by Mr .G Srinivas,2021-03-15,4,1,0,Mar
3382,Normalization by Mr .G Srinivas,2021-03-15,13,1,0,Mar
3383,Implementation of queue and its operations using linked list by Mr.E Krishna Rao Patro,2021-03-15,16,1,0,Mar
3384,Implementation of stack and its operations using linked list by Mr.E Krishna Rao Patro,2021-03-15,19,1,0,Mar
3385,Sorting techniques - selection sort by Mr.E Krishna Rao Patro,2021-03-15,30,0,0,Mar
3386,Sorting techniques - bubble sort by Mr.E Krishna Rao Patro,2021-03-15,23,2,0,Mar
3387,Double linked list and its implementation by Mr.E Krishna Rao Patro,2021-03-15,10,0,0,Mar
3388,"Introduction to Linked list, Singly linked list implementation by Mr.E Krishna Rao Patro",2021-03-15,75,2,0,Mar
3389,Electrical Analogous to Mechanical Systems by Dr. P Sridhar,2021-03-15,58,0,0,Mar
3390,The Elements of Rotational Mechanical Systems by Dr. P Sridhar,2021-03-15,17,0,0,Mar
3391,Introduction to Network Topology Dr. P Sridhar,2021-03-15,66,3,0,Mar
3392,L P Model Modulation by Dr. K China Apparao,2021-03-13,34,2,0,Mar
3393,Phonetics by Mr.  B Ramesh Goud,2021-03-12,47,4,0,Mar
3394,Stages of Listening by Mr.  B Ramesh Goud,2021-03-12,90,1,0,Mar
3395,Barriers to Listening by Mr.  B Ramesh Goud,2021-03-12,37,1,0,Mar
3396,Triggers in DBMS by Mr.G Srinivas,2021-03-12,7,0,0,Mar
3397,ER Diagram in DBMS by Mr.G Srinivas,2021-03-12,16,1,0,Mar
3398,Keys in DBMS by Mr  G Srinivas,2021-03-12,23,3,0,Mar
3399,Types of Routines by Mr.G Srinivas,2021-03-12,3,1,0,Mar
3400,Equilibrium of Forces by Dr.D Govardhan,2021-03-12,10,0,0,Mar
3401,Free Body Diagram Types of Forces on a Body by Dr.D Govardhan,2021-03-12,15,1,0,Mar
3402,Parallel Forces and Couples by Dr.D Govardhan,2021-03-12,26,0,0,Mar
3403,Regular Expressions and Finite Automata by Mr.  N V Krishna Rao,2021-03-09,24,1,0,Mar
3404,Pass and Phases of a Compiler by Mr.  N V Krishna Rao,2021-03-09,12,0,0,Mar
3405,Examples of The Phases of a Compiler by Mr. N V Krishna Rao,2021-03-09,10,1,0,Mar
3406,The Phases of a Compiler by Mr.  N V Krishna Rao,2021-03-09,14,0,0,Mar
3407,Introduction to Materials Science by Dr. K Viswanath Allamraju,2021-03-09,14,0,0,Mar
3408,Problems on Overhanging Beam - Part - II by Dr. K Viswanath Allamraju,2021-03-09,10,0,0,Mar
3409,Problem on Problems on Overhanging Beam by Dr. K Viswanath Allamraju,2021-03-09,3,0,0,Mar
3410,Problems on Simply Supported Beam - Part - V by Dr. K Viswanath Allamraju,2021-03-09,6,0,0,Mar
3411,Problem on Simply Supported Beam - Part - IV by Dr. K Viswanath Allamraju,2021-03-09,4,0,0,Mar
3412,Problems on Simply Supported Beam - Part - III by Dr. K Viswanath Allamraju,2021-03-09,8,0,0,Mar
3413,Problems on Simply Supported Beam - Part - II by Dr. K Viswanath Allamraju,2021-03-09,12,0,0,Mar
3414,Problem on Simply Supported Beam by Dr. K Viswanath Allamraju,2021-03-09,12,0,0,Mar
3415,Problem on Cantilever Beam by Dr. K Viswanath Allamraju,2021-03-09,16,0,0,Mar
3416,Problem on Cantilever Beam - Part - II by Dr. K Viswanath Allamraju,2021-03-09,9,1,0,Mar
3417,Introduction to Shear Force and Bending Moment by Dr. K Viswanath Allamraju,2021-03-09,13,0,0,Mar
3418,Fourier Integrals by Dr.S Jagadha | Department of Mathematics | IARE,2021-03-09,185,8,0,Mar
3419,Non Linear Partial Differential Equations of First Order Standard Form V by Dr.S Jagadha,2021-03-09,73,5,0,Mar
3420,Non Linear Partial Differential Equations of First Order Standard Form VI by Dr.S Jagadha,2021-03-09,77,1,0,Mar
3421,Non Linear Partial Differential Equations of First Order Standard Forms by Dr. S Jagadha,2021-03-09,71,2,0,Mar
3422,Multivalued Dependencies and 4NF by Dr.K Suvarchala,2021-03-09,7,0,0,Mar
3423,"Coulomb’s law, electric field intensity by Dr.  K C Koteswaramma",2021-03-08,51,0,0,Mar
3424,Course Over view Electromagnetic Waves and Transmission Lines by Mrs . K C Koteswaramma,2021-03-08,92,0,0,Mar
3425,Properties of Fourier Transforms by Dr. S Jagadha,2021-03-08,79,2,0,Mar
3426,Problems on Poisson Distribution by Dr  Jagadha Saravanan,2021-03-08,37,0,0,Mar
3427,Inverse Fourier Transform by Dr. S Jagadha,2021-03-08,149,1,0,Mar
3428,Introduction to Linux Programming by Dr.  R Obulakonda Reddy,2021-03-08,57,0,0,Mar
3429,Problems on Binomial Distribution by Dr. S Jagadha,2021-03-08,24,0,0,Mar
3430,Poisson Distribution by Dr. S Jagadha,2021-03-08,32,0,0,Mar
3431,Lagrange’s Linear Equations  Method of Grouping   by Dr. Jagadha Saravanan,2021-03-08,73,5,0,Mar
3432,Formation of Partial Differential Equations by Dr. Jagadha Saravanan,2021-03-08,88,4,0,Mar
3433,Fourier Cosine Transform by Dr. S Jagadha,2021-03-06,149,2,0,Mar
3434,Database System Architecture by Ms.B Ramya Sree | Department of Computer Science and Engineering,2021-03-06,39,0,0,Mar
3435,Database Users by Ms.B Ramya Sree | Department of Computer Science and Engineering | IARE,2021-03-06,33,1,0,Mar
3436,Database Languages by Ms.B Ramya Sree | Department of Computer Science and Engineering | IARE,2021-03-06,58,1,0,Mar
3437,Data Models by Ms.B Ramya Sree | Department of Computer Science and Engineering | IARE,2021-03-06,55,1,0,Mar
3438,File System Vs Database Systems by Ms.B Ramya Sree,2021-03-06,43,0,0,Mar
3439,Levels of Abstraction by Ms.B Ramya Sree | Department of Computer Science and Engineering | IARE,2021-03-06,57,1,0,Mar
3440,Assumptions in Strength of Materials by Mr.K Anand Goud,2021-03-06,55,2,0,Mar
3441,"Bitumen, Glass by Mr.K Anand Goud | Department of Civil Engineering | IARE",2021-03-06,62,0,0,Mar
3442,Ceramics and Refractories by Mr.K Anand Goud,2021-03-06,95,3,0,Mar
3443,Linux Utilities by Dr. R Obulakonda Reddy,2021-03-06,26,0,0,Mar
3444,"Types of Concrete Light Weight Concrete, High Performance Concrete, Polymer Concrete by Mr.K Anand",2021-03-06,200,9,0,Mar
3445,"Concrete Plain,Reinforced and Steel Fiber Glass Fiber Reinforced by Mr.K Anand Goud",2021-03-06,104,2,0,Mar
3446,Generation of AM Waves by Dr. V Sivanagaraju,2021-03-06,56,1,0,Mar
3447,BCNF and 4NF by Dr.K Suvarchala | Department of Computer Science and Engineering | IARE,2021-03-06,6,0,0,Mar
3448,Single Tone Modulation by Dr.  V Sivanagaraju,2021-03-06,67,2,0,Mar
3449,Types of Modulations by Dr. V Sivanagaraju,2021-03-06,44,0,0,Mar
3450,Polymorphism in Python by Ms.B Padmaja,2021-03-06,116,4,0,Mar
3451,Communication System by Dr. V Sivanagaraju,2021-03-06,235,1,0,Mar
3452,Encapsulation in Python by Ms.B Padmaja,2021-03-06,75,3,0,Mar
3453,Fourier Sine Transform by Dr. S Jagadha,2021-03-06,122,3,0,Mar
3454,Physical Significance of Wave Function Mrs. Singavarapu Sujani,2021-03-06,29,3,0,Mar
3455,Binomial Distribution by Dr. S Jagadha,2021-03-06,34,0,0,Mar
3456,Formation of Partial Differential Equation By Elemination of arbitrary Functions by Dr. S Jagadha,2021-03-06,114,8,0,Mar
3457,Lagrange’s Linear  Equation Method of Multipliers by Dr. S Jagadha,2021-03-06,108,5,0,Mar
3458,Time Independent Schrodinger  Wave Equation by Mrs   Singavarapu Sujani,2021-03-04,113,4,0,Mar
3459,Control Structures by Dr. R Obulakonda Reddy,2021-03-04,90,1,0,Mar
3460,Constraints in SQL by Mr .G Srinivas,2021-03-04,4,2,0,Mar
3461,SQL Data Types by Mr .G Srinivas,2021-03-04,17,2,0,Mar
3462,Relational Data Model by Mr .G Srinivas,2021-03-04,4,1,0,Mar
3463,"Normalization 1NF, 2NF, 3NF by Dr .K Suvarchala",2021-03-04,13,0,0,Mar
3464,String Functions by Mr .G Srinivas,2021-03-04,74,2,0,Mar
3465,Object Oriented Concepts in Python by Ms .B Padmaja,2021-03-04,185,3,0,Mar
3466,Class Variables and Object Variables by Ms .B Padmaja,2021-03-04,54,4,0,Mar
3467,Inheritance in Python by Ms.B Padmaja | Department of Computer Science and Engineering | IARE,2021-03-04,88,3,0,Mar
3468,"Data Abstraction and Hiding Through Classes, Class Method and Self Argument by Ms .B Padmaja",2021-03-04,89,4,0,Mar
3469,Shear Force and Bending Moment by Dr K Viswanath Allamraju,2021-03-02,32,0,0,Mar
3470,Types of Loads by Dr  K Viswanath Allamraju,2021-03-02,49,1,0,Mar
3471,"Generation of DSBSC Waves, Balanced Modulators, Ring Modulator by Dr. P  Munaswamy",2021-03-02,49,0,0,Mar
3472,DSBSC | Time Domain and Frequency Domain Description by Dr. P  Munaswamy,2021-03-02,214,6,0,Mar
3473,"Time Domain and Frequency Domain Description, Power Relations in AM Waves by Dr. P Munaswamy",2021-03-02,82,3,0,Mar
3474,Detection of AM Waves Square Law Detector and Envelope Detector by Dr. P  Munaswamy,2021-03-02,43,0,0,Mar
3475,"Generation of AM Waves Square Law Modulator, Switching Modulator by Dr. P Munaswamy",2021-03-02,93,0,0,Mar
3476,"Communication System, Need for Modulation and Frequency Divison Multiplexing by Dr. P Munaswamy",2021-03-02,158,0,0,Mar
3477,Scalar Electric Potential & Energy Density by Dr. P Ashok Babu,2021-03-02,46,1,0,Mar
3478,Electric Potential by Dr. P Ashok Babu,2021-03-02,48,1,0,Mar
3479,Calculate the Fatigue Strength using S N Curve by Dr GVR Seshagiri Rao,2021-03-02,14,1,0,Mar
3480,Endurance Limit and Fatigue Failure by Dr  GVR Seshagiri Rao,2021-03-02,10,0,0,Mar
3481,Factor of Safety  by Dr. GVR Seshagiri Rao,2021-03-02,10,1,0,Mar
3482,B-tree – insertion and deletion operations by Dr.J Sirisha Devi,2021-03-02,39,1,0,Mar
3483,Introduction to M Way Search Trees by Dr.J Sirisha Devi,2021-03-02,57,1,0,Mar
3484,"AVl Tree operations – Insertion, Deletion and Rotations by Dr.J Sirisha Devi",2021-03-02,27,1,0,Mar
3485,Sorting techniques - heap sort by Dr.J Sirisha Devi,2021-03-02,13,0,0,Mar
3486,Aerial View of Institute of Aeronautical Engineering (IARE),2021-03-01,5357,214,0,Mar
3487,Problems on Fluctuating Stresses by using Goodman’s Formula by Dr GVR Seshagiri Rao,2021-03-01,70,1,0,Mar
3488,Problems on Fluctuating Stresses by Dr GVR Seshagiri Rao,2021-03-01,14,0,0,Mar
3489,Fluctuating Stresses by Dr. GVR Seshagiri Rao,2021-03-01,10,0,0,Mar
